"Date","Price","Open","High","Low","Target"
"2018-11-06","1226.8","1231.36","1236.33","1223.34","-1"
"2018-11-05","1231.3","1233.09","1235.32","1226.77","-1"
"2018-11-02","1232.89","1234.37","1236.72","1229.67","-1"
"2018-10-31","1214.54","1223.04","1223.5","1211.82","-1"
"2018-10-30","1223.44","1230.06","1230.83","1219.71","-1"
"2018-10-29","1229.74","1234.15","1235.73","1224.31","-1"
"2018-10-25","1232.23","1234.55","1239.54","1227.84","-1"
"2018-10-22","1222.17","1228.06","1229.78","1219.95","-1"
"2018-10-17","1222.68","1224.59","1229.82","1220.33","-1"
"2018-10-16","1224.43","1227.17","1232.71","1223.35","-1"
"2018-10-12","1217.93","1224.24","1224.38","1215.6","-1"
"2018-10-08","1188.01","1203.15","1204.31","1183.57","-1"
"2018-10-03","1197.37","1203.45","1208.72","1196.55","-1"
"2018-10-01","1188.46","1192.19","1192.51","1184.46","-1"
"2018-09-27","1182.8","1194.84","1198.96","1181.88","-1"
"2018-09-26","1194.46","1201.23","1202.84","1190.41","-1"
"2018-09-21","1199.55","1207.48","1211.39","1191.76","-1"
"2018-09-18","1198.35","1201.86","1203.78","1195.76","-1"
"2018-09-14","1193.71","1201.76","1208.94","1192.93","-1"
"2018-09-13","1201.44","1206.94","1212.9","1199.98","-1"
"2018-09-07","1195.85","1199.97","1203.8","1193.19","-1"
"2018-09-04","1191.35","1201.67","1202.33","1189.53","-1"
"2018-08-30","1199.88","1206.58","1208.05","1196.2","-1"
"2018-08-28","1201.26","1211.61","1214.67","1199.39","-1"
"2018-08-23","1185.31","1195.94","1196.84","1183.67","-1"
"2018-08-22","1195.51","1196.8","1201.84","1192.4","-1"
"2018-08-16","1174.16","1175.57","1182.25","1160.19","-1"
"2018-08-15","1174.88","1194.41","1194.84","1173.03","-1"
"2018-08-14","1194.03","1194.19","1198.99","1191.99","-1"
"2018-08-13","1193.64","1211.24","1214.07","1191.61","-1"
"2018-08-10","1211.3","1212.54","1217.29","1205.66","-1"
"2018-08-09","1212.34","1213.94","1217.64","1210.64","-1"
"2018-08-06","1206.94","1213.65","1218.21","1206.44","-1"
"2018-08-02","1207.96","1215.46","1221.39","1207.03","-1"
"2018-08-01","1216.06","1223.97","1225.1","1215.58","-1"
"2018-07-30","1221.8","1222.96","1225.44","1218.86","-1"
"2018-07-26","1222.68","1231.34","1235.57","1222.13","-1"
"2018-07-24","1224.55","1224.94","1229.76","1218.08","-1"
"2018-07-23","1224.54","1231.55","1235.5","1222.07","-1"
"2018-07-19","1222.8","1227.46","1229.07","1211.48","-1"
"2018-07-18","1227.18","1227.47","1229.54","1221.07","-1"
"2018-07-17","1227.52","1240.76","1245.31","1225.94","-1"
"2018-07-16","1240.82","1241.41","1245.9","1238.13","-1"
"2018-07-13","1241.52","1247.45","1248.27","1236.78","-1"
"2018-07-11","1242.16","1255.88","1257.1","1241.28","-1"
